GCIN,period,n_days,nse,kge,bias_ratio
144,post,1550,-0.09510706307292316,0.21225876321824644,1.5950746629321142
144,pre,1152,-0.1360638175007498,0.30426441514202374,1.5125729828104062
145,post,2852,0.29737798410958927,0.09715379163287918,0.2741556974693365
145,pre,1962,0.136936369097568,0.5026275985096778,0.6982065235135159
146,post,4349,0.23190608921191602,-0.6934035765558422,2.6270503405629873
146,pre,3012,-0.04471506334196862,-0.4176428310451159,2.359806166150293
147,post,3877,0.3056290770464354,0.4866511578578946,0.9529897782660011
147,pre,5867,0.16088650179673747,0.4420040713465172,1.012449070073871
148,post,3682,-0.8135329706743804,-0.35709323310368557,2.176007241020591
148,pre,4893,-0.09265524848879814,0.1256510718739966,1.709286651226059
149,post,3837,-2.18728873677065,-1.70564964266678,3.637303944303527
149,pre,3947,-1.3278646411249624,-0.8745125546503574,2.800764277811793
150,post,4114,0.5020709332434156,0.5355017430310045,0.9062440413021549
150,pre,3488,0.38422609319188217,0.3724839144534,0.6995609565925184
151,post,2880,-0.4862493123702549,-0.8064206825351574,2.7103010041417037
151,pre,3477,-1.1518583024777032,-0.4503248645264495,2.2462942518193523
152,post,4087,0.28615201453486294,0.5045297237856639,1.2639877351831632
152,pre,4493,0.30213033086303553,0.45175946710210824,1.0681577433008795
153,post,2725,-1.3554958255618574,-2.7258821820883883,4.659007214693229
153,pre,2594,-0.9089233968435637,-1.3540376585156255,3.26774024613292
154,post,2612,0.07625971255277397,0.010429750043036257,0.38796852176808655
154,pre,2800,0.24211883787753863,0.25046263428998605,0.5065144612653392
155,post,4036,0.3945913512683765,0.704351178344061,1.041863916721304
155,pre,3307,0.3942707104309693,0.48058041733740364,0.7861731214311973
156,post,3844,0.35266824180343836,0.46945856275174724,1.4273364860737798
156,pre,3142,0.2701804989263964,0.2812037342780277,0.8553387623127704
157,post,4576,0.3262180738394267,0.3607173125434463,0.7662103661347235
157,pre,6300,0.2589472935509135,0.1374898433821079,0.5840219591266155
158,post,4158,0.12869913365440877,0.36391661289010024,1.485777002637941
158,pre,2259,0.31846011061124524,0.4377968935352897,1.1351514141716277
159,post,4586,0.3939173097596723,0.397541874674298,0.7420877409691079
159,pre,4718,0.25897367150530504,0.15995182964193044,0.5565050295481031
160,post,2897,-0.35470546815136106,-1.3834740337687168,3.335597979521169
160,pre,2682,-1.1791854076201864,-0.5218390514934781,2.3035530990329804
161,post,3772,0.38071711523920815,0.3114248154135226,0.5335718403185727
161,pre,2923,0.40950882693111557,0.25755397132979563,0.5365214788402809
162,post,3573,0.5155122434671187,0.5160779678576475,0.8066745165906971
162,pre,5483,0.26167578419821946,0.17604560176293915,0.5339852909995763
163,post,3717,0.1621656304916046,0.050040901028349793,0.4873658397377081
163,pre,3423,0.15532994443250703,0.062265466579523476,0.4561481849270031
164,post,3915,0.3003910410874051,0.35838638870882644,1.551879842810458
164,pre,2932,0.4604249260791934,0.5915819913704569,1.1342339361231177
165,post,3954,0.07822683560372234,0.4696720502588959,1.338090725725081
165,pre,5424,0.3389837265218959,0.6674324887852268,1.0338339003848203
166,post,3807,-0.21004551686055972,0.16641584669739695,1.5239113696878313
166,pre,5043,-0.05456241039549514,0.331609519648283,1.4650242927057726
