GCIN,pre_epsilon_mean,pre_qobs_valid_days,pre_n_recession_days_predicted,pre_nse,pre_kge,pre_fold_nse_mean,pre_fold_nse_std,pre_fold_kge_mean,pre_folds_scored,post_epsilon_mean,post_qobs_valid_days,post_n_recession_days_predicted,post_nse,post_kge,post_fold_nse_mean,post_fold_nse_std,post_fold_kge_mean,post_folds_scored,delta_epsilon_mean
2479,0.02120470351900766,1498,1498,0.47976212053119094,0.4068268249710616,0.480847072596806,0.0572140641742952,0.4108206130925429,3,0.026312207888410773,3683,3683,0.6542245638113797,0.6205403014209225,0.6544751364151997,0.053892395499193176,0.6095116916817832,5,0.005107504369403111
2480,0.14245443050718168,2074,2074,0.7702897248923596,0.841762529481801,0.738431247679444,0.1075029735774186,0.7756980973953033,3,0.20728745361394887,3356,3356,0.6945347372810442,0.7526087415388678,0.6979212609392839,0.11444760912276206,0.7088849758798178,5,0.0648330231067672
2483,0.0385623889670991,1858,1858,0.6949568912518584,0.6454726817671702,0.690572084116491,0.07513394555088374,0.6381950916337719,3,0.04409462044469895,3505,3505,0.6968989841767699,0.6166807493501634,0.6886322713223748,0.01916018425760402,0.6062078603680027,5,0.005532231477599854
2484,0.10480031349003716,2527,2527,0.8078795313016358,0.8724312829924903,0.8056835103660877,0.042638687855281035,0.7526756615090785,3,0.1408193836133338,3540,3540,0.8169154856895557,0.8264372365472067,0.801007269347855,0.04961073065554515,0.7628484819448091,5,0.03601907012329664
2485,0.10799538653329897,2126,2126,0.6915796137412986,0.8057095178321901,0.6520643085772949,0.13386569534535878,0.7812666491983515,3,0.12316462184588182,3635,3635,0.766016823898909,0.7908990278319575,0.7803537484822959,0.06241748287217847,0.7902850193351048,5,0.015169235312582852
2486,0.10244701356228351,1801,1801,0.5811200687522647,0.7394720188918029,0.44520463323410153,0.5355038408439233,0.5998583651503231,3,0.11238961743432847,2779,2779,0.656094237629512,0.818823419482534,0.663968717353722,0.14655691838102067,0.7438389260442639,5,0.009942603872044958
2487,0.08238841388498508,1578,1578,0.5761464584651038,0.7062938106570688,0.5563853231000501,0.08893993575310524,0.6689516673296141,3,0.11295006370938682,3379,3379,0.8129509507982603,0.8892922333501533,0.8144107284684601,0.03636029963301414,0.8571150118408065,5,0.030561649824401738
2488,0.1753144233805057,1493,1493,0.7000115958260891,0.7227971503876425,0.6394201424838145,0.16930997341436207,0.6734432664731784,3,0.33271558726205364,3526,3526,0.8235639254939113,0.8465309895560255,0.8259733846630242,0.04091231361938005,0.8149353145794421,5,0.15740116388154793
2489,0.11462074669752723,2283,2283,0.7984595403530239,0.8651252338420747,0.7618319195088136,0.1315556080994082,0.7274855963014509,3,0.14313409278638634,3401,3401,0.7960169257906725,0.8271603810575328,0.7946745047763153,0.042998990792794754,0.8103674128879488,5,0.02851334608885911
2490,0.10758817444520095,1580,1580,0.760705485062743,0.8564784789230094,0.7539303566420316,0.08353503698939323,0.7816548259569392,3,0.17282928149874308,2935,2935,0.7200100021167377,0.7599175293512234,0.7114230856823769,0.07766854895926315,0.7124187479092002,5,0.06524110705354212
2491,0.07661473151606156,2345,2345,0.7882207620727221,0.7608185301486232,0.7785741586801337,0.01791491126135481,0.7392519720973819,3,0.0944904144544368,2773,2773,0.7883885389801479,0.8418347420776944,0.7840260677769408,0.07537819460473309,0.7969952490888375,4,0.017875682938375242
2492,0.09573311747341161,2536,2536,0.8238800435497933,0.8898771229684255,0.8128298113321232,0.037924694290942605,0.7952735098498481,3,0.12331939178639552,3421,3421,0.8144534672092519,0.8733320947632363,0.8144501030789778,0.05901519376453167,0.8031042881720365,5,0.02758627431298391
2493,0.13125675559561972,2718,2718,0.7952837061034274,0.8264850638502954,0.7590997560960179,0.1150325125284867,0.7273336406933151,3,0.14053519371700274,1837,1837,0.7935969596332153,0.7949404712444508,0.8102971534064743,0.04027164937928096,0.78032647450596,3,0.009278438121383015
2494,0.1496481264314955,2346,2346,0.5781099745210354,0.6249101692427703,0.4674760732607404,0.35618704854357763,0.551876081119869,3,0.21204477543149036,2529,2529,0.6668432215941131,0.7297905165211238,0.6724751669609516,0.06828960786504136,0.6853472932810122,4,0.062396648999994864
2495,0.20935750723412722,2316,2316,0.7722546111033225,0.8706302326072599,0.68169501185077,0.20849469728493286,0.7508728541116284,3,0.34961904208362105,3750,3750,0.8099205944118826,0.8985416874451394,0.8115080682928071,0.05712607078045184,0.8808804971994538,5,0.14026153484949383
2496,0.2349193470714533,2024,2024,0.7307325841884982,0.8240936262238461,0.721180279788161,0.036576085853625914,0.7778346163855906,3,0.5923629972744667,2928,2928,0.7236956076258259,0.700829025526003,0.7474079298574804,0.0923053152471877,0.7241123954103238,5,0.35744365020301344
2497,0.33366596104868124,1799,1799,0.49194827089580395,0.6585502975501258,0.5670552127410744,0.22330040731702863,0.6397493410893507,3,0.6496810069888851,2939,2939,0.7400993113932586,0.8599462329435442,0.733786016846268,0.08901817497039013,0.7863281564062035,5,0.31601504594020385
2499,0.1696209480533667,1083,1083,0.5926653663517392,0.7893511793300648,0.5987404041686853,0.05363103417908057,0.7658531768074931,2,0.13819638819181407,3067,3067,0.6267921641846155,0.7975756763747028,0.6066005725613193,0.14235022164742525,0.7551095017863005,5,-0.031424559861552626
2500,0.06528577965413851,1550,1550,0.7240984966407487,0.7857826188510084,0.7020170588554479,0.05457394068349952,0.7410976597328339,3,0.06624893976452598,3284,3284,0.7026410824035396,0.7713624400448073,0.6969709221782713,0.0866972430874324,0.7687664628922266,5,0.0009631601103874676
2501,0.16882218479005687,1393,1393,0.8016849132319748,0.8848293481556309,0.7839058198175928,0.06687750729723035,0.8753125630840823,2,0.20818414260575083,3200,3200,0.7160793210708895,0.7506285902687683,0.7114346322290399,0.014745528647556249,0.7324269098891797,5,0.03936195781569396
2502,0.08048309084197337,1650,1650,0.7036492357548484,0.7961797586237807,0.6934407648060675,0.04714062762581492,0.7637390707314061,3,0.07896691659671062,3424,3424,0.7743549959961848,0.8718255118677358,0.7742817853908683,0.0683017106977667,0.8336123233498395,5,-0.0015161742452627497
2503,0.08997380236905411,1542,1542,0.6909011942949478,0.7756605813128434,0.4972380924239633,0.4014112394556736,0.5913435117463204,3,0.08729370295938488,3255,3255,0.7550466473768779,0.8671759738546214,0.7350721188811858,0.09303892026444775,0.8312236856043826,5,-0.0026800994096692343
2504,0.18674539362526257,1999,1999,0.756259365596126,0.7933095469663864,0.7556172389328314,0.024903693729878967,0.7974943603193969,3,0.25849976437232575,2812,2812,0.6851032282234424,0.6978480077339395,0.7057449936909056,0.06396236717580109,0.7336662324063414,5,0.07175437074706317
2505,0.07126572658566177,2073,2073,0.663229585747658,0.7520882289014356,0.648088433251481,0.12661523289530205,0.6829226149255653,3,0.07149627050957022,2930,2930,0.8109596926860536,0.8108090151784872,0.7901097343968091,0.06667131490694214,0.7680390146056375,5,0.00023054392390844947
2506,0.0666349498655127,2271,2271,0.7348447800386357,0.8520237648192537,0.6736826248729543,0.17891224104471562,0.7139697282548813,3,0.0712380530204364,3268,3268,0.8193803365964621,0.8354928740433233,0.8268502951694389,0.03284245406772085,0.7669757725023658,5,0.004603103154923696
2507,0.16677671594355822,1534,1534,0.7909899910142113,0.7410071364515805,0.7904727155485964,0.015104031545466037,0.7400612036003442,2,0.1938464243801784,3419,3419,0.8127464697379141,0.8720106173071208,0.8098058925659434,0.06683363804531972,0.7895435658377126,5,0.027069708436620182
2508,0.12319996784741873,1211,1211,0.6341282355253643,0.7706398490180857,0.6206790688987022,0.0636992323336914,0.7166886677397315,2,0.15228949879701303,3303,3303,0.7457094921988632,0.8140136472561751,0.721081639309092,0.12814958901619447,0.6665787554385244,5,0.02908953094959431
2509,0.13189636048092931,2143,2143,0.7225010306202151,0.6322213515023734,0.7184601637169371,0.03331091666287912,0.6480619182243569,3,0.20185761644562772,3625,3625,0.6102655365594263,0.49276072329501674,0.6282809213168987,0.12905595878494885,0.509758688872857,5,0.0699612559646984
2510,0.09982108381019497,1793,1793,0.6900631660790488,0.8275906832402334,0.4590220047317188,0.580520409104843,0.7324351250015647,3,0.11234674078442064,2884,2884,0.7715523981999894,0.8397354703824856,0.7553309023677064,0.03743950282673446,0.8019242238700531,5,0.012525656974225668
2511,0.059985583031904786,1717,1717,0.732256324707365,0.8138072057529984,0.6256838314888286,0.28574211290164603,0.7023196961030399,3,0.06569404892806,2928,2928,0.8125776922046986,0.894959320813768,0.805226833533665,0.06924412018936456,0.833623940142807,4,0.0057084658961552084
2512,0.02122737777746237,946,946,0.4410788848473026,0.6608857225625779,0.33851382196596536,0.23391015951799327,0.6068141463299292,3,0.02355405432110238,3010,3010,0.5652870397136796,0.6309375640827966,0.5368881443251297,0.12961695773743284,0.602422304385971,5,0.0023266765436400078
2513,0.04043126008643286,2055,2055,0.6918803517237387,0.803700771573695,0.5517419924630697,0.3404157648269708,0.6742418874992828,3,0.04284507858713646,2844,2844,0.7231345356691795,0.7773472091541895,0.7200083252961875,0.061367849274777016,0.7436685467703859,4,0.0024138185007036017
2514,0.03557240827619558,1074,1074,0.5658600467990889,0.6494795401207625,0.5278361485387822,0.11118977927135074,0.6355055372339771,3,0.04192248542780935,2987,2987,0.6114546762039632,0.634161704856449,0.5627149569444242,0.22446955620225506,0.6224765589196899,5,0.006350077151613773
2515,0.05024338131973771,1237,1237,0.6496065995231299,0.6294435668309004,0.6271838233023234,0.06182114151341009,0.6211349380533323,3,0.057983977826517895,1983,1983,0.7093077618989021,0.7409931810660061,0.6651609868359747,0.11881661399936508,0.718668522654141,5,0.007740596506780183
2516,0.06828852551696606,2164,2164,0.7519657151722661,0.7963309521043251,0.6994055633942091,0.12270661297048416,0.7581025766101247,3,0.07467698780622087,2968,2968,0.8296447764403146,0.8697580694939027,0.8235845049099495,0.03355955051220665,0.8575211666421324,4,0.006388462289254812
2517,0.049371765521363874,1046,1046,0.8384953691997574,0.8886757502088667,0.8343690803069153,0.028349419812026162,0.841420391353208,2,0.052397238502003285,3122,3122,0.8120681409632877,0.8649471024488237,0.8044506919363261,0.03479468493123147,0.7733323658136955,5,0.0030254729806394112
2518,0.05574534885352321,1487,1487,0.7377371618840703,0.8309099516173809,0.7171506974028358,0.05318121609490495,0.7933227196972471,3,0.07423598284953559,3774,3774,0.8072341145176571,0.8543159293772189,0.802854552619159,0.04096259612506203,0.830135390496825,5,0.018490633996012376
2519,0.04727334906220353,1984,1984,0.777578168255691,0.7877686582975729,0.7762790326367829,0.04828069005983153,0.7993410010156025,3,0.06021249770092914,3748,3748,0.7448190493054143,0.777381696008498,0.7131353888864627,0.09752900492760616,0.7375694280701802,5,0.012939148638725605
2520,0.044100170394672955,1401,1401,0.5077294506055433,0.4505916775746197,0.5116596430067513,0.13619412224472405,0.4459657619711242,3,0.058912340977311475,3146,3146,0.7009770229088714,0.609355302044658,0.701421897012638,0.06524149322902223,0.6083017187364204,5,0.01481217058263852
2521,0.04903576500990239,2217,2217,0.8046437167174468,0.8497603994822089,0.789434150341305,0.0417561250371755,0.8179169666861587,3,0.0573360624738625,3247,3247,0.8266560384336382,0.8663074765040567,0.8261924806887699,0.032364381327098735,0.8346386290072256,4,0.008300297463960105
2522,0.0576838052155769,1407,1407,0.7334854084407256,0.8504302598118973,0.7032994483255336,0.0560658613158128,0.798104504484947,3,0.06287938687750469,3578,3578,0.8052620044867911,0.8978520989468013,0.8087832698023691,0.07641203095633806,0.8472826783866712,5,0.005195581661927788
2523,0.12836732374545903,1921,1921,0.72945307726349,0.7668006922387156,0.7300847849900475,0.1463056615281594,0.7791364207255199,3,0.21332812359316583,1630,1630,0.5821243990874516,0.6288594084518289,0.6393638068830416,0.16573180696760642,0.6558050653735996,3,0.0849607998477068
2524,0.054866439375720534,1693,1693,0.7918087712218266,0.7972492404445135,0.7623328310829125,0.07225273277576058,0.745844407910775,3,0.06672961111797113,2190,2190,0.569715200497058,0.5564780083617014,0.5905240702370054,0.19036306865014666,0.5785330543352118,5,0.011863171742250593
2525,0.042750081638885,2169,2169,0.7632834782412021,0.8218527525655321,0.7468469793855008,0.0739276033607877,0.7984867241538516,3,0.04643424166013752,2894,2894,0.8085563312731432,0.790598130373656,0.8079090108164569,0.09357339409379117,0.7672455232857207,5,0.0036841600212525194
2526,0.05804385009583141,1876,1876,0.5282571233052356,0.5754945782982774,0.2048855155282779,0.7237101657241677,0.4505282250029757,3,0.06572857646758028,2734,2734,0.7932480746560007,0.8662139648931977,0.8089102784779835,0.12480776521718945,0.773079369905183,5,0.007684726371748864
2527,0.0611044325325289,2028,2028,0.7715038062428186,0.8515692364645704,0.7599244499005323,0.027897602914246214,0.814809644543586,3,0.07138526233684431,3422,3422,0.8838833630284184,0.9062148437846949,0.8846475385723764,0.023034081692746244,0.8617741541830382,5,0.010280829804315404
2528,0.2845126437168197,1928,1928,0.7989650517353459,0.8496047319749089,0.614217840146768,0.35425325425463217,0.7544211793036483,3,0.5012286565535028,3625,3625,0.8409957357177892,0.8592773072305218,0.8380338174823795,0.04521760213024665,0.8530018072735327,5,0.21671601283668307
2529,0.0934973189100594,511,511,0.11381415152866303,0.18951181051144705,-0.27089014852987897,1.1712024906926297,0.05333878199554084,3,0.0975916197180748,3750,3750,0.7869377496983918,0.8426030025269984,0.8081365381088219,0.08938416197643184,0.7819772893732057,5,0.0040943008080154
2530,0.04274864185901496,1490,1490,0.8206326280703025,0.8495379454083521,0.8106841572266649,0.029684392863112932,0.8255180496696438,3,0.05128516497226271,3511,3511,0.8334335251433647,0.8355918497350145,0.8266638388274196,0.08888280388989363,0.790374570487719,5,0.008536523113247749
2531,0.04280341734219036,1351,1351,0.7782258881547738,0.8690024595964712,0.7639514039005272,0.04385212876051028,0.7966641000677513,3,0.04751508928158686,3281,3281,0.8454898262340811,0.8014693776834984,0.8421693821620237,0.04619672156936405,0.7617725867949293,5,0.004711671939396499
2532,0.048754271795189534,1419,1419,0.7146274392530816,0.7209635872598792,0.5661844916167778,0.3867436055044105,0.6509437467883586,3,0.058888866280994746,3722,3722,0.7925651396328988,0.8729208188505637,0.7955714537178208,0.10713273103022324,0.744003870419855,5,0.010134594485805212
2534,0.09146665788993433,231,231,0.44103295003794474,0.5104545164023686,-0.13961978785731746,1.005065581775475,0.23584011311782152,3,0.16494093738492072,3521,3521,0.7463185050264192,0.7680801148308105,0.7459042647312291,0.07161915679811354,0.708410823357751,5,0.07347427949498639
2535,0.18246855939871906,1961,1961,0.5896157232395375,0.5634168931281167,0.5865807389208532,0.017682571477365547,0.5531647250080791,3,0.23758727185977105,1364,1364,0.5760918304525833,0.4732002139962649,0.5929337950419192,0.1012845621448091,0.49018413742888345,2,0.05511871246105199
2536,0.12383388642118567,1445,1445,0.3873019486274262,0.4004632601161462,0.34716751328800016,0.1456425723468117,0.38181188832452634,3,0.14087514406498142,2054,2054,0.353892077560369,0.44322065237983754,0.3923884326501702,0.0890930752984054,0.4472374486171155,5,0.017041257643795743
2537,0.0647771267928608,1315,1315,0.6392945858842095,0.7680967168925775,0.6105942558105381,0.10287999168120582,0.7138640403138771,3,0.07487051931683704,3131,3131,0.8712894277223544,0.8873706804856971,0.8699128028036676,0.018494037921905716,0.8783237613805545,5,0.010093392523976244
2539,0.08020571729659576,1236,1236,0.6742785090113702,0.8015232183937699,0.6385806538324262,0.15903396576021803,0.7269424659619923,3,0.08664124826556208,3231,3231,0.8050222778324542,0.7455733178962538,0.8111711380674249,0.09945595020998892,0.7537691087146584,5,0.006435530968966319
2541,0.058616592302618384,1763,1763,0.7996339495348452,0.859144875003427,0.7417036311369648,0.15107215163041182,0.8161597838221789,3,0.06652777077507158,3922,3922,0.8805186924385777,0.8397694323745521,0.8812596064298738,0.026684049882152363,0.8453903458714274,5,0.007911178472453193
2542,0.05933496490598223,1795,1795,0.7825738027950979,0.8280722906328516,0.6973022880134837,0.20046286925288306,0.7750500088655011,3,0.06649094396181832,3454,3454,0.8705186890313868,0.8816437139102515,0.8700028931480123,0.04391575719988552,0.8682974456028001,5,0.007155979055836086
2543,0.06108762820260912,1548,1548,0.8101293044992814,0.8668841522353017,0.6562551554487923,0.35539205638134974,0.7529772854722802,3,0.0686561006660746,2873,2873,0.8425577417319405,0.836580073769226,0.8348166834124668,0.031907333715472296,0.8314450671039596,5,0.007568472463465474
2544,0.13883012439810136,1897,1897,0.7516189402898632,0.8484066806955841,0.7166415334308375,0.0787736055569333,0.7031792379356939,3,0.16246959499550567,3218,3218,0.7900350097194534,0.8645062280430249,0.7873140618966079,0.07927842779547517,0.8386953704050535,5,0.023639470597404316
2545,0.03162183512763028,1420,1420,0.41593002405254276,0.6037448125487279,0.39411926445102513,0.20272921607208386,0.6165276428856847,2,0.0295027714102883,3833,3833,0.4048278921385533,0.6705690561202591,0.3457382762073017,0.2463896020234814,0.6069106898688922,5,-0.002119063717341982
2546,0.0547491404875223,2361,2361,0.5441925875339607,0.5478782434692675,0.5659851509416364,0.08365094851136907,0.586179245939526,3,0.051388523080045156,3345,3345,0.5876058848532446,0.7019256700332532,0.5709721132492458,0.07898548002000033,0.6905234726007627,4,-0.0033606174074771455
2547,0.2752362334248108,2143,2143,0.34753184584394214,0.4636978842156163,0.3897720635550639,0.21015464032604486,0.4945470335693831,3,0.2895844278339105,3247,3247,0.5541386859980872,0.5944461160998719,0.5413515962476894,0.07770950589107237,0.5854658046281175,5,0.01434819440909968
2548,0.10182133517619409,1297,1297,0.2701454740663095,0.19915418583806888,0.3586009601782297,0.13902654664648376,0.3417935774770151,3,0.09865035278936239,1622,1622,0.28676849421854644,0.4410980704425913,0.2607877132312778,0.07112508270330706,0.3800019891530297,4,-0.0031709823868316944
2550,0.025094508969734558,1559,1559,0.6525571799922893,0.5775586616521553,0.6594602910730673,0.062008920319195415,0.602236415063937,3,0.028325752655473616,4047,4047,0.7433752864746439,0.7016943978310923,0.7318855414372402,0.07669897260239379,0.677980763913863,5,0.0032312436857390575
2551,0.06433708546601641,1713,1713,0.7562008184806902,0.7795642395383847,0.5043017508321133,0.5494712184653114,0.6191203853902056,3,0.0702512856997339,3256,3256,0.8456030275002004,0.8905611340492807,0.8392696943348398,0.04189621394102636,0.8170858304881689,5,0.005914200233717498
2552,0.09503713965382987,2260,2260,0.6905757704391615,0.6425746572687152,0.6853906305686256,0.06555927665906462,0.6325743084679623,3,0.10141286921470105,3167,3167,0.7379402093293543,0.6997531655891378,0.7488764136318862,0.059542386671484704,0.7321072277086428,5,0.0063757295608711795
2553,0.03911613432230711,1507,1507,0.7160887808269157,0.7543475049141958,0.7062627077408682,0.04179822528937121,0.7267098697487359,3,0.04676239877012349,3141,3141,0.7669554879615128,0.7151800781698363,0.7783713775635426,0.061336622500610366,0.7422226314120203,5,0.007646264447816381
2554,0.042350802484835234,1097,1097,0.7524522318047653,0.8070502022021979,0.7698907007418226,0.09752186743239123,0.8094161830266081,3,0.04503799548444849,2089,2089,0.6472576282354303,0.6515510981149846,0.6912704746075184,0.16503075057786534,0.692702446934728,5,0.002687192999613258
2556,0.04203704495440854,2099,2099,0.8516158688277077,0.8873209000176729,0.8554941872887895,0.02155221244771811,0.8722922020013595,3,0.045348283730656844,3431,3431,0.8592035002677264,0.9095971490938558,0.8543652499698815,0.05294063166342336,0.8782640828818773,5,0.003311238776248303
2557,0.05699504285322962,1341,1341,0.8285555343466091,0.8822421738366414,0.8199983818450214,0.061604857072633336,0.8622742722836099,2,0.06281757536620791,3317,3317,0.8582821777701073,0.9011589683075866,0.8538273359568571,0.03738099954502625,0.8328495620466061,5,0.00582253251297829
2558,0.05346065263498636,1936,1936,0.8320417604926786,0.8473633165107225,0.8212302216168653,0.077128028075349,0.809070557083889,3,0.0599646294653263,3708,3708,0.8572755784297788,0.9245977806929773,0.8496196825308118,0.038573152529911614,0.8746760033288226,5,0.006503976830339937
2560,0.057230761127754944,1331,1331,0.758961724523683,0.7380876723366913,0.6789702999865139,0.1886933287171405,0.6846768287558215,3,0.06716283801156762,2511,2511,0.8174796611406209,0.8548351528597874,0.8093871721442518,0.05490522879749516,0.8519581046410508,5,0.00993207688381268
2561,0.09209738748837007,1095,1095,0.6782523018635582,0.7851519810561812,0.6791387778629396,0.1887232189371385,0.7495721534206212,2,0.11428861019001445,2955,2955,0.6878052918925761,0.7238897156534909,0.6643589503930756,0.13160422454232068,0.6539596274652514,5,0.022191222701644378
2562,0.08287919626852547,1705,1705,0.7400761346596785,0.8175176248599562,0.7479678681960434,0.06442913970989377,0.769678378321866,3,0.11676541697126867,3132,3132,0.7160407909599092,0.8023120013113288,0.7120857203345439,0.050224475838996564,0.7379326118248217,5,0.033886220702743206
2564,0.11079643145626118,1587,1587,0.7501739402358372,0.7832157898612737,0.6915110763857241,0.13844806757836567,0.6778553954327077,3,0.12400833442044551,2711,2711,0.8076345706940397,0.7557122782357237,0.8007611584615393,0.04927205659511788,0.7474284646340468,5,0.013211902964184327
2565,0.08831242978937373,1257,1257,0.7759513063500076,0.7512822728546489,0.6549842559540126,0.24268990742406352,0.6729357066184495,3,0.09777088047827857,2279,2279,0.7256279031496538,0.6951493154534115,0.7302773711271804,0.10572693806242466,0.6897574791472008,5,0.009458450688904843
2566,0.04673743417428036,2292,2292,0.8005518935820872,0.7607351699572308,0.8077294785282181,0.04872909484056507,0.7709150345135857,3,0.05217515893478567,3837,3837,0.8252936259357357,0.8252499894198864,0.8221867860874049,0.019755107691569025,0.8150922912299234,5,0.0054377247605053095
2567,0.10442402439184209,1205,1205,0.7618075380820711,0.8429311855750798,0.763748599592778,0.10302854580179875,0.7947213527495558,2,0.1131177096386643,3416,3416,0.761006222749536,0.8600031778842343,0.7474892176910197,0.09786563663437985,0.8351939569304261,5,0.008693685246822208
2569,0.054644000948479626,2441,2441,0.8295235798354614,0.8262198690739735,0.8255288641550539,0.034681764663035144,0.7658342938986419,3,0.06733899194542299,3836,3836,0.8304536786053704,0.8104391236211378,0.8310578983373789,0.04390372164943314,0.8110844691069234,5,0.012694990996943364
2570,0.05852783523976819,1789,1789,0.8210573079967651,0.841798007377319,0.796202084695104,0.08575792359642832,0.8052813084735325,3,0.07264942965026695,3055,3055,0.8104402347819828,0.8237306982089962,0.8075757101878936,0.03680510168969881,0.8233697506560036,5,0.014121594410498761
2571,0.10054523472095227,1459,1459,0.7164956604317837,0.7534136713892841,0.6528207786304385,0.13525599278015574,0.658394820861249,3,0.14486990550423173,3343,3343,0.7451548183161755,0.6995912281205374,0.7325291720212983,0.07867768714761236,0.6963989386785387,5,0.044324670783279466
2572,0.11120976061566328,914,914,0.6834487516131917,0.7910930412960647,0.6781834621508844,0.0197386082317947,0.7009861945913052,2,0.1152026250513561,2353,2353,0.6555229025637512,0.8008854586738701,0.6069076151275391,0.22031783467302543,0.7370991430939521,5,0.003992864435692828
2573,0.1268190481634417,1775,1775,0.7814395876511523,0.7565003028602493,0.786903702307392,0.059256726858326086,0.7722510920874269,3,0.21444357429007385,3451,3451,0.7303112650670361,0.619674755942293,0.7292931789668671,0.07207904201860642,0.6280275740352057,5,0.08762452612663216
2574,0.14791281045678598,1661,1661,0.7179324645506577,0.7820725128406637,0.5620297740675052,0.29910980087769995,0.6498153077760737,3,0.2785607328264927,2855,2855,0.7766065578486591,0.7557307654865278,0.7703776117919066,0.06848333948360895,0.7519764420646071,5,0.1306479223697067
2575,0.16490545266134204,1244,1244,0.5426005137940901,0.6382791796673317,0.3202828297601676,0.4299461018902567,0.49020074739077596,3,0.20643404676398472,2121,2121,0.7624214951861652,0.8699676989158271,0.7516726964601561,0.08115031909673504,0.8403771377630201,5,0.041528594102642674
2576,0.12988282925653039,1536,1536,0.5795684057682247,0.6929805523260635,0.5583505059215008,0.1457175336931156,0.6756103634201358,2,0.11535919258393437,2490,2490,0.717169757941102,0.7947901306137288,0.7200153598781815,0.04214346098326574,0.7363619084494366,4,-0.014523636672596013
2577,0.09246219825396759,2251,2251,0.7669951842952594,0.8057760401002214,0.740589668378652,0.05968129705052532,0.8014668033683229,3,0.10176688257411765,3994,3994,0.7626440366406769,0.7307713444480967,0.7598503519258089,0.0719067390641677,0.7180052670872648,5,0.009304684320150053
2579,0.07193581184103535,1490,1490,0.6858764783333584,0.5551895654357129,0.6848987964284874,0.007129815891077267,0.5487230255860979,2,0.08910126750010852,2988,2988,0.6768594943413966,0.5784060151091085,0.6749931180898036,0.04212079703654891,0.569534668383102,5,0.017165455659073167
2581,0.05374424228792615,1317,1317,0.685232891580487,0.6122378711901889,0.676451793961151,0.043245135456519014,0.6031103557793683,2,0.059815692592551706,3686,3686,0.7252591509925836,0.6418615501462315,0.7210287058065565,0.041248746153423436,0.6391568571303018,5,0.006071450304625553
2582,0.09709781816727635,2403,2403,0.6649331634231598,0.6704430397844443,0.5865396356325715,0.21205467993139904,0.5782982978061979,3,0.12204303509394625,3676,3676,0.7015567745900633,0.7696237259215494,0.6980026863422982,0.07156252200264591,0.7249410037375242,5,0.0249452169266699
2584,0.03819787895837412,2479,2479,0.8008762981352276,0.7252694545688001,0.7875398110299137,0.04062238534724661,0.7194840233560028,3,0.04076293741892737,4235,4235,0.7873241124470726,0.6845511419094343,0.7887382863899669,0.04666840504590604,0.686181704345298,5,0.0025650584605532503
2585,0.16443835297185513,2448,2448,0.7579705151039399,0.827975773976835,0.7005457691622322,0.15014207033567217,0.7107601317608653,3,0.24421573614177983,4176,4176,0.7947288902669405,0.8000587670640849,0.8030038348171165,0.08583819677168288,0.7978728501282558,5,0.07977738316992469
2586,0.2509166213630109,2273,2273,0.7568281189077187,0.8578834830234513,0.7038524804509874,0.1333414106069028,0.7650375267501058,3,0.33347665555580425,3252,3252,0.7880469739152363,0.8395420248167056,0.7842676330165216,0.053392147988000925,0.8061344458669266,5,0.08256003419279334
2587,0.1731759524779583,2586,2586,0.693905557774824,0.7922752804926682,0.647776095473299,0.12153073354045087,0.7656453923723349,3,0.1951370004953849,3837,3837,0.6818173055722084,0.8073297911397276,0.6664010689088062,0.164997717849711,0.7808030763022971,5,0.0219610480174266
2588,0.1161365134304764,1427,1427,0.652847567578237,0.6118297390741002,0.663194277297442,0.057684995624683856,0.6419152043251167,3,0.15503503219788461,2601,2601,0.5801134802016286,0.4737596809939745,0.5931150279706134,0.08247485830547356,0.483941144694812,5,0.03889851876740821
2590,0.29958294109365313,1960,1960,0.6065165942941211,0.707570313214305,0.572375605851681,0.08824779603623097,0.6911700386941314,3,0.3861049249453277,3146,3146,0.5825710777157933,0.5852305733040084,0.5736588540123677,0.09228877253464536,0.5623166680952736,5,0.08652198385167459
2592,0.07773115435102629,1857,1857,0.8008295993393801,0.8113656754211063,0.7851995939974429,0.04875280989803623,0.7909131345493671,3,0.10387214635661762,3418,3418,0.7546237489645258,0.8140981741523194,0.7538834892950691,0.06531159252699235,0.7718620466222667,5,0.026140992005591335
2593,0.1495548708471735,2316,2316,0.7285407626029958,0.749681817371896,0.7093699637190313,0.06811083582722585,0.7344419645911827,3,0.2217546980418091,3862,3862,0.7304931408433513,0.7643845967865371,0.7233288687663354,0.06782298057057828,0.7238990434598012,5,0.07219982719463561
2595,0.1993867763566844,2183,2183,0.6889478103612752,0.7615260537373092,0.6433968336406698,0.0893206364944454,0.6710316184031401,3,0.36225932554811263,3726,3726,0.7248671802011248,0.7168910696655636,0.7265341512368193,0.08916830429919298,0.7441811686047994,5,0.16287254919142824
2596,0.03584933510069755,1998,1998,0.6160832969908324,0.7765240944091322,0.5827115918708862,0.083346923927362,0.753787222793333,3,0.03908604286541056,3325,3325,0.6780687791432878,0.8264334413201484,0.6690322393138731,0.12343141135263987,0.788898143542399,5,0.0032367077647130066
2597,0.05125850714419199,2070,2070,0.6576218344900491,0.6034333571590926,0.6547594993603318,0.03807560916046834,0.5967764465171612,3,0.05730491385969973,4028,4028,0.7337779782003098,0.6830831330231888,0.7341610382758288,0.03045473566466696,0.6764108874608549,5,0.006046406715507734
