GCIN,period,n_days,nse,kge,bias_ratio
1635,pre,300,-3.769670042685645,0.4211433309760285,1.351458760431343
1646,post,1611,0.14045974541190442,0.23846811899553444,1.2402728793255833
1646,pre,706,0.21711445698462084,0.22550546130484705,1.0095075454625622
1657,post,1705,0.2784116497236293,0.33934078814991064,1.1525672614442848
1657,pre,772,0.1918643634854923,0.2592586461149692,1.014463102399385
1668,post,1822,0.16266213797916884,0.2710979821706865,1.187906572233881
1668,pre,877,0.22329657828465266,0.1690247750605247,0.6200644314818596
1679,post,1483,-0.1622785806915763,0.20998784418025718,1.5055397986892571
1679,pre,408,0.05328307414816125,0.04899201963514077,0.6960736131875461
1690,post,2611,0.050342585362516346,0.061649801162202755,1.0841186629874837
1690,pre,1008,-0.05829889938494359,-0.13868478617358915,0.6977737335936651
1701,post,2145,-2.518600151166538,-0.09236870822711518,1.490317695543213
1701,pre,847,-1.4632848542447863,0.03277766718600228,1.3383453077392062
1712,post,1935,-1.1358124643244354,0.15638499160784147,1.307815908776268
1712,pre,667,0.04313539447970238,0.2518153704198992,1.083917179789799
1723,post,1686,-0.5592097102718474,0.40748467895793283,1.2692072158525283
1723,pre,582,0.27885253444743296,0.4836411508213059,1.0615877270483849
1734,post,3970,0.05134440928326678,0.36899402855252694,1.2706020759643122
1734,pre,3347,0.2999969390335676,0.4390481579887874,1.0155053141323265
1735,post,1729,0.026831011704981034,0.01553968176595677,1.1907369776457486
1735,pre,618,0.08767577840198748,-0.01346778946270022,0.7406624118189583
1746,post,1622,0.0034106344050437443,-0.007536805320783824,1.4321520176792921
1746,pre,516,0.0635322207410387,0.03972369568014367,0.9307489555419088
1757,post,1197,-0.0022036267549547794,-0.365382443575361,0.8311788879570557
1757,pre,716,-0.03190376811589268,-0.4406042341241856,0.5186583981468624
1768,post,1936,-0.5522547146392354,0.09922501519804516,1.5670867657433944
1768,pre,41,-0.43908706964345146,0.11546600662293316,1.0286125944999063
1779,post,1430,-0.6558928196122205,0.1248349545403068,1.4713996245731138
1779,pre,513,-0.19950108924319987,0.23522648753280972,1.358959651226899
1790,post,2770,0.07776486990804188,0.39624787116890037,1.1539595809732117
1790,pre,726,0.04836710726466553,0.303888572771546,1.247171302862997
1793,post,2651,-0.08540020424173922,0.36742563598949973,1.277322781746815
1793,pre,83,-0.045627073312761945,0.1763461624058068,1.352189644124513
1794,post,2812,-0.25198424786137164,0.32683359875837414,1.2397986282032751
1794,pre,377,-0.7708532817572236,0.20874370109629758,1.413945937440362
1796,post,3453,0.08885141574397859,0.2726501304204271,1.0974751784474297
1796,pre,931,0.11342447863171068,0.290690727276417,1.06778020019578
1798,post,3232,-0.09053989689713537,-0.05092469062103744,1.307636377659203
1798,pre,2373,-0.05625420094202682,-0.009430838951881126,1.3191081805254088
1799,post,2776,-0.7123917040609422,-0.31963153937380007,1.548294646306388
1799,pre,2080,-0.8719894481163546,-0.3668111955708355,1.673353474065625
1800,post,3305,0.007242604292589605,0.28591458520447544,1.1085298360610671
1800,pre,2357,-0.0545756152470116,0.3614460756570693,1.1943509338566576
1801,post,1901,-0.11474193582910219,0.3798463087043532,1.2974369192082016
1801,pre,799,-0.23741833045434113,0.34456472281457906,1.3417169395739015
1802,post,3442,0.009160442648003086,0.15396104225955554,1.2222443544047807
1802,pre,1105,0.11181196790387016,0.176197269662017,1.1008475590681965
1803,post,2062,-0.18880398737292436,0.2567049016559869,1.1165981408595465
1803,pre,1450,-0.14175979021693408,0.22676026775171987,1.181495203368387
1804,post,2610,-0.03881659472805521,0.1662763033916097,1.14731089792462
1805,post,3243,-0.23799261558068863,0.35235073750220913,1.271517064468816
1805,pre,2553,-0.1863720730437275,0.32786594737050845,1.2933268902186612
1806,post,2741,-0.109794496007243,0.14906917399468989,1.1772115662006952
1806,pre,2410,-0.08085971555397786,0.18613585651995623,1.1917679208315324
1807,post,1963,0.0498217436496341,0.03225980310206589,0.9720029862165813
1807,pre,1384,0.11615117307256906,0.12302980379805262,1.081632155973261
1808,post,2768,-0.501632388872499,0.1388427639381048,1.4511392498280644
1808,pre,1983,-0.6112950023890205,0.09406081283551992,1.5363529372062585
