pre_epsilon_mean,post_epsilon_mean,delta_epsilon_mean,pre_epsilon_arithmetic_mean,post_epsilon_arithmetic_mean,pre_qobs_valid_days,post_qobs_valid_days,pre_n_recession_days_predicted,post_n_recession_days_predicted,GCIN,fold
0.44920092821121216,0.38195979595184326,-0.0672411322593689,0.07046740502119064,0.05453212931752205,3331,1508,3331,1508,970,0
0.45113521814346313,0.4379159212112427,-0.013219296932220459,0.05491844564676285,0.06234535574913025,1941,3264,1941,3264,992,0
0.8178603649139404,0.7294438481330872,-0.08841651678085327,0.09874366968870163,0.11259042471647263,2138,3393,2138,3393,1036,0
1.151615023612976,1.0558583736419678,-0.0957566499710083,0.10264868289232254,0.1072428822517395,1659,1796,1659,1796,1046,0
0.7796462774276733,0.7534686923027039,-0.026177585124969482,0.0777771919965744,0.077663354575634,3368,3013,3368,3013,1103,0
0.7171382904052734,0.6625065207481384,-0.05463176965713501,0.06354539096355438,0.06185669079422951,3921,2363,3921,2363,1125,0
0.6587774157524109,0.6552857756614685,-0.003491640090942383,0.05574769899249077,0.05656943842768669,1802,3421,1802,3421,1147,0
0.08137538284063339,0.08060318976640701,-0.0007721930742263794,0.025292571634054184,0.025388065725564957,1474,3656,1474,3656,1213,0
0.07927010208368301,0.07525559514760971,-0.004014506936073303,0.02382752299308777,0.02380850352346897,5455,3961,5455,3961,1224,0
0.47391313314437866,0.4466913342475891,-0.02722179889678955,0.04664098843932152,0.044120773673057556,469,2117,469,2117,1324,0
0.12125946581363678,0.11975542455911636,-0.0015040412545204163,0.03203802555799484,0.031630728393793106,1030,2856,1030,2856,1468,0
0.07117050141096115,0.07328014075756073,0.002109639346599579,0.017445294186472893,0.017753740772604942,524,1826,524,1826,1479,0
0.10188405960798264,0.10449642688035965,0.002612367272377014,0.0245857834815979,0.02458302676677704,1001,2981,1001,2981,1490,0
0.5127590298652649,0.49318310618400574,-0.019575923681259155,0.032896582037210464,0.03320155292749405,138,225,138,225,1512,0
0.6134600639343262,0.5753673315048218,-0.038092732429504395,0.04117851331830025,0.04058878496289253,491,1341,491,1341,1624,0
0.0860111340880394,0.07957368344068527,-0.006437450647354126,0.02405332773923874,0.023462358862161636,847,2145,847,2145,1701,0
0.11331989616155624,0.13151507079601288,0.018195174634456635,0.03281925246119499,0.03243114799261093,41,1936,41,1936,1768,0
0.08883356302976608,0.07758074998855591,-0.011252813041210175,0.02453496679663658,0.02448434568941593,726,2770,726,2770,1790,0
0.08824265748262405,0.08812476694583893,-0.00011789053678512573,0.02454611472785473,0.02451266720890999,2080,2776,2080,2776,1799,0
0.06412313133478165,0.062259141355752945,-0.0018639899790287018,0.023172300308942795,0.023109938949346542,1105,3442,1105,3442,1802,0
0.09239513427019119,0.08847890794277191,-0.003916226327419281,0.028712837025523186,0.02848406694829464,1350,3800,1350,3800,1812,0
0.19970518350601196,0.19551827013492584,-0.004186913371086121,0.04492170736193657,0.04485994577407837,2018,2930,2018,2930,1813,0
0.19831901788711548,0.2088228464126587,0.010503828525543213,0.03694292902946472,0.039293259382247925,449,851,449,851,1814,0
0.11171384155750275,0.11188960075378418,0.0001757591962814331,0.02847745455801487,0.0281684547662735,433,952,433,952,1828,0
0.21175937354564667,0.18539083003997803,-0.02636854350566864,0.039868760854005814,0.03780375421047211,1146,1692,1146,1692,1838,0
0.3861869275569916,0.4049568474292755,0.018769919872283936,0.060285598039627075,0.06361142545938492,1080,1525,1080,1525,1839,0
0.3491171598434448,0.3966370224952698,0.04751986265182495,0.05750109627842903,0.06039714440703392,980,1736,980,1736,1841,0
