GCIN,regime,mean_post,mean_pre,median_post,median_pre,std_post,std_pre,q25_post,q25_pre,q75_post,q75_pre,count_post,count_pre,delta_mean,relative_delta_mean
281,mid,0.1519775688648224,0.16793517768383026,0.12952566146850586,0.1485714614391327,0.08226315677165985,0.08626557886600494,0.09575693309307098,0.10303977876901627,0.1858806163072586,0.2109881043434143,2137.0,1535.0,-0.015957608819007874,-0.09502243091111673
288,high,0.9528276920318604,0.7923785448074341,0.768448531627655,0.6658196449279785,0.8294516801834106,0.7715367078781128,0.2814733237028122,0.18872592225670815,1.246344655752182,0.9069874137639999,192.0,494.0,0.16044914722442627,0.20249052460578554
288,low,1.0213720798492432,1.1707391738891602,0.7365275621414185,0.8652422428131104,0.8497186303138733,0.9058670997619629,0.37801963090896606,0.5319641530513763,1.4533770680427551,1.846271574497223,531.0,155.0,-0.149367094039917,-0.12758357913635368
288,mid,0.9510902166366577,1.0244144201278687,0.721373975276947,0.7635492086410522,0.8752060532569885,0.8541929125785828,0.2562331184744835,0.4075596407055855,1.1769979000091553,1.3916934430599213,2272.0,3210.0,-0.07332420349121094,-0.07157669986923702
298,high,6.110938549041748,5.971951961517334,4.908401012420654,4.63633918762207,3.6612796783447266,3.659252882003784,3.637696087360382,4.01633882522583,7.421211242675781,6.260404109954834,182.0,151.0,0.13898658752441406,0.023273225977038972
298,low,10.265316009521484,10.133617401123047,10.244210243225098,10.363704681396484,5.7064409255981445,5.881137371063232,4.852222442626953,4.695205569267273,15.91254997253418,15.981398820877075,145.0,188.0,0.1316986083984375,0.012996208874418541
298,mid,8.00995922088623,8.500420570373535,6.616421699523926,6.975350379943848,5.275694847106934,5.1403303146362305,4.05230712890625,4.282839775085449,11.956220149993896,12.60088062286377,1651.0,1009.0,-0.4904613494873047,-0.05769848037833642
299,high,0.6769434809684753,0.5982905030250549,0.7548577785491943,0.640473484992981,0.2548232972621918,0.2705343961715698,0.487023264169693,0.46846626698970795,0.8808598965406418,0.8001189529895782,104.0,211.0,0.07865297794342041,0.13146285549534556
299,low,0.6513622403144836,0.7041212916374207,0.6861459016799927,0.7483645677566528,0.22242271900177002,0.22347666323184967,0.5602482408285141,0.5651298463344574,0.7993552982807159,0.8668660521507263,172.0,143.0,-0.05275905132293701,-0.07492892481669862
299,mid,0.6376842260360718,0.6274037957191467,0.6576980352401733,0.6447654366493225,0.22822381556034088,0.23775111138820648,0.4838975891470909,0.5072892308235168,0.8170479089021683,0.8019843697547913,1090.0,1421.0,0.010280430316925049,0.01638566802921769
307,high,0.07581482082605362,0.07573234289884567,0.047899503260850906,0.05251061171293259,0.07765091210603714,0.07945253700017929,0.023301370441913605,0.02526069199666381,0.08892470970749855,0.08101390674710274,204.0,548.0,8.247792720794678e-05,0.0010890713802174463
307,low,0.20204798877239227,0.20597003400325775,0.22645287215709686,0.2159786820411682,0.12354610860347748,0.1219107061624527,0.08101772516965866,0.0828028954565525,0.2934301570057869,0.3106208071112633,454.0,298.0,-0.0039220452308654785,-0.019041824456869513
307,mid,0.13152579963207245,0.14249657094478607,0.08358341455459595,0.08614033460617065,0.11540134996175766,0.12013188004493713,0.04106375202536583,0.05051085911691189,0.21974477916955948,0.2466948889195919,2674.0,3334.0,-0.010970771312713623,-0.07698972150680404
318,high,0.499727725982666,0.35894110798835754,0.34232568740844727,0.3058054447174072,0.40485450625419617,0.3369365632534027,0.24468903988599777,0.13378378003835678,0.6954747438430786,0.41531841456890106,150.0,352.0,0.14078661799430847,0.39222762414517026
318,low,0.7258391976356506,0.9567780494689941,0.6167802214622498,0.9578203558921814,0.5357285737991333,0.5850035548210144,0.2828558385372162,0.418727844953537,1.1726834177970886,1.5304006934165955,315.0,187.0,-0.2309388518333435,-0.24137139429725957
318,mid,0.5021217465400696,0.5461106300354004,0.3243216276168823,0.3416130542755127,0.47636285424232483,0.5032128691673279,0.21821796521544456,0.22555122524499893,0.6477506458759308,0.7514999806880951,2000.0,2016.0,-0.04398888349533081,-0.08054939983951481
329,high,0.2033519595861435,0.16885071992874146,0.13508720695972443,0.12319083511829376,0.19959251582622528,0.1375710666179657,0.09928815066814423,0.09339594468474388,0.21880873292684555,0.19304227828979492,124.0,328.0,0.03450123965740204,0.20432983449500414
329,low,0.4235965609550476,0.45074889063835144,0.27901190519332886,0.48495328426361084,0.38394707441329956,0.24314458668231964,0.13439516723155975,0.22416432201862335,0.6568121314048767,0.597881019115448,369.0,85.0,-0.027152329683303833,-0.06023826180659181
329,mid,0.2706713378429413,0.3071463704109192,0.14583921432495117,0.16887497901916504,0.29942524433135986,0.3067668378353119,0.09885052405297756,0.10536349564790726,0.3141671046614647,0.3994396924972534,1700.0,1905.0,-0.036475032567977905,-0.11875456160910962
339,high,0.7048397660255432,0.42879167199134827,0.6287171244621277,0.3703854978084564,0.5298472046852112,0.34615010023117065,0.28333157300949097,0.17608986794948578,1.0595465302467346,0.5450500547885895,139.0,323.0,0.27604809403419495,0.6437813793169117
339,low,0.5593449473381042,0.7282304167747498,0.4018315076828003,0.6197726726531982,0.46617209911346436,0.5465301871299744,0.26611846685409546,0.2788136303424835,0.8411926627159119,1.2680963277816772,301.0,161.0,-0.1688854694366455,-0.23191213322923282
